date cvd tmpd o3mean
1999-11-16 42 63.5 -12.986
1999-11-17 42 60 -6.8393
1999-11-18 41 59.5 -10.1249
1999-11-19 43 59.5 -9.7604
1999-11-20 53 59 -9.5925
1999-11-21 39 59 3.0049
1999-11-22 45 58.5 -5.8494
1999-11-23 54 57 -11.7215
1999-11-24 41 59.5 -9.5345
1999-11-25 54 62 -7.4448
1999-11-26 56 63.5 -10.9391
1999-11-27 62 57.5 -9.8715
1999-11-28 41 60 -11.0541
1999-11-29 51 62.5 -12.1159
1999-11-30 55 59 -13.7115
1999-12-01 45 57.5 -10.2333
1999-12-02 43 57.5 -10.2567
1999-12-03 42 59 -8.2314
1999-12-04 34 58 -8.4503
1999-12-05 58 58 -10.0121
1999-12-06 49 55.5 -14.0265
1999-12-07 50 54.5 -10.6336
1999-12-08 60 58 -6.9932
1999-12-09 54 57 -14.2433
1999-12-10 60 57 -5.8127
1999-12-11 50 55 -8.813
1999-12-12 62 54.5 -12.9935
1999-12-13 66 52.5 -13.551
1999-12-14 55 57.5 -12.3463
1999-12-15 64 58.5 -9.4308
1999-12-16 67 62 -13.7267
1999-12-17 57 62 -15.1032
1999-12-18 68 59.5 -14.8136
1999-12-19 73 60.5 -11.9326
1999-12-20 60 63 -11.8203
1999-12-21 80 59 -10.9442
1999-12-22 81 63.5 -3.7949
1999-12-23 84 63 -11.1189
1999-12-24 64 63 -9.6779
1999-12-25 71 62.5 -9.0153
1999-12-26 86 60.5 -9.0077
1999-12-27 77 63 -9.4933
1999-12-28 83 64 -11.4945
1999-12-29 72 58 -14.8601
1999-12-30 67 54.5 -15.5976
1999-12-31 78 54.5 -14.0814
2000-01-01 83 52 -9.3561
2000-01-02 93 55.5 1.7412
2000-01-03 77 55 -9.7976
2000-01-04 85 58 -10.7046
2000-01-05 72 56.5 -8.2364
2000-01-06 78 57 -9.7213
2000-01-07 97 53.5 -15.2683
2000-01-08 62 53 -12.2738
2000-01-09 63 53 -13.5352
2000-01-10 61 55 -13.9217
2000-01-11 62 55.5 -15.0518
2000-01-12 67 58 -13.5419
2000-01-13 53 63 -12.9765
2000-01-14 68 65.5 -13.9775
2000-01-15 52 64.5 -13.9015
2000-01-16 64 60.5 -14.0839
2000-01-17 58 63.5 -16.0646
2000-01-18 62 68.5 -12.578
2000-01-19 53 64.5 -13.2847
2000-01-20 47 63.5 -13.7955
2000-01-21 44 59 -10.8976
2000-01-22 47 57 -12.4841
2000-01-23 51 59 -14.1423
2000-01-24 50 65.5 -13.997
2000-01-25 51 60.5 -12.9494
2000-01-26 57 59.5 -7.0984
2000-01-27 48 56.5 -12.5121
2000-01-28 67 58 -11.4082
2000-01-29 55 56 -6.2415
2000-01-30 48 57.5 -7.5472
2000-01-31 52 59.5 -8.6524
2000-02-01 35 63 -11.6416
2000-02-02 49 65.5 -10.1419
2000-02-03 53 62 -7.6947
2000-02-04 62 58.5 -12.3998
2000-02-05 49 61.5 -8.7068
2000-02-06 46 60.5 -5.8721
2000-02-07 56 63 -11.2322
2000-02-08 53 63 -15.3652
2000-02-09 55 57.5 -9.0529
2000-02-10 35 57.5 -6.4317
2000-02-11 38 56 -7.1134
2000-02-12 51 59.5 4.3008
2000-02-13 55 57 -3.6709
2000-02-14 47 60.5 -10.4029
2000-02-15 57 60 -11.9516
2000-02-16 46 55.5 -7.6619
2000-02-17 37 54.5 -5.523
2000-02-18 47 60.5 -11.1687
2000-02-19 55 65 -4.0529
2000-02-20 50 57 5.9852
2000-02-21 65 53 -0.4935
2000-02-22 46 54.5 -11.0261
2000-02-23 55 54 -7.6718
2000-02-24 43 51.5 -4.7568
2000-02-25 52 55 -7.7751
2000-02-26 41 55.5 -7.6345
2000-02-27 47 54.5 -6.1131
2000-02-28 47 53.5 -6.0541
2000-02-29 58 55 -6.9593
2000-03-01 58 56.5 -5.0917
2000-03-02 50 57 -6.8182
2000-03-03 50 57 -3.6313
2000-03-04 47 53.5 -1.9676
2000-03-05 49 54.5 7.4588
2000-03-06 52 51 -3.2685
2000-03-07 40 52.5 -7.3294
2000-03-08 55 55.5 -2.5659
2000-03-09 45 54.5 -3.3098
2000-03-10 37 58 -6.0149
2000-03-11 64 64 -1.9965
2000-03-12 32 60 -1.2088
2000-03-13 50 59.5 -2.1115
2000-03-14 56 59.5 -4.5907
2000-03-15 46 59 7.5518
2000-03-16 61 61 8.5753
2000-03-17 46 63 2.819
2000-03-18 50 63 2.6436
2000-03-19 47 61.5 6.7393
2000-03-20 48 63 7.8198
2000-03-21 43 62 8.3476
2000-03-22 40 59.5 -1.8654
2000-03-23 56 60 0.3275
2000-03-24 47 59 -2.8564
2000-03-25 33 57.5 3.0902
2000-03-26 60 57.5 5.2957
2000-03-27 63 59 0.0608
2000-03-28 51 57.5 1.6247
2000-03-29 46 59 2.3119
2000-03-30 49 59.5 -0.5096
2000-03-31 56 67 6.8379
2000-04-01 51 68 16.5759
2000-04-02 42 62.5 8.4357
2000-04-03 39 62.5 3.4657
2000-04-04 52 62.5 3.1885
2000-04-05 50 61 -2.7995
2000-04-06 51 61 5.0576
2000-04-07 39 61 6.065
2000-04-08 43 63 2.7625
2000-04-09 41 61 4.1483
2000-04-10 44 62 -0.0556
2000-04-11 48 63.5 -0.8626
2000-04-12 46 65 4.3526
2000-04-13 49 63 -0.3878
2000-04-14 49 60.5 0.9115
2000-04-15 42 61 1.3086
2000-04-16 34 61.5 5.6574
2000-04-17 49 57.5 -3.8905
2000-04-18 39 58 6.6847
2000-04-19 47 58.5 0.2001
2000-04-20 50 64 2.1644
2000-04-21 55 62 6.5042
2000-04-22 43 61 12.7843
2000-04-23 47 60.5 7.5449
2000-04-24 39 63.5 2.5305
2000-04-25 38 67.5 6.3169
2000-04-26 40 71 12.6948
2000-04-27 44 65 11.8927
2000-04-28 36 63 9.2694
2000-04-29 43 64 10.7597
2000-04-30 43 67.5 9.8594
2000-05-01 46 69.5 9.3442
2000-05-02 37 67.5 8.4995
2000-05-03 41 65.5 9.3564
2000-05-04 48 67 22.6829
2000-05-05 50 65.5 18.5704
2000-05-06 42 64.5 17.0644
2000-05-07 47 64.5 8.8335
2000-05-08 32 66.5 -4.6524
2000-05-09 45 66.5 0.2418
2000-05-10 46 64 6.3075
2000-05-11 38 64.5 9.9464
2000-05-12 54 67.5 5.3045
2000-05-13 47 66 11.219
2000-05-14 53 62.5 9.9611
2000-05-15 46 63.5 2.3205
2000-05-16 44 62 10.0701
2000-05-17 43 62.5 5.3719
2000-05-18 42 66 4.3436
2000-05-19 60 68 7.3681
2000-05-20 43 68 16.7543
2000-05-21 38 66.5 19.4106
2000-05-22 51 65.5 10.4979
2000-05-23 48 65 4.0895
2000-05-24 27 66.5 2.8522
2000-05-25 45 64.5 2.9034
2000-05-26 32 67 4.7045
2000-05-27 38 72.5 20.0639
2000-05-28 30 73 29.1028
2000-05-29 48 68.5 25.1642
2000-05-30 47 67.5 15.8153
2000-05-31 35 68.5 16.2802
2000-06-01 46 70 17.9026
2000-06-02 42 69.5 18.0533
2000-06-03 35 69.5 22.527
2000-06-04 38 69.5 17.3153
2000-06-05 36 69 1.1393
2000-06-06 34 70 7.1852
2000-06-07 33 69 4.818
2000-06-08 34 66.5 -2.4001
2000-06-09 37 65.5 3.8216
2000-06-10 38 67 12.6261
2000-06-11 36 67.5 17.5158
2000-06-12 52 70.5 10.9851
2000-06-13 32 70.5 6.1574
2000-06-14 46 70 0.913
2000-06-15 40 71.5 10.1573
2000-06-16 44 70 7.5273
2000-06-17 53 70 13.1168
2000-06-18 41 69 8.4992
2000-06-19 31 71 5.6619
2000-06-20 37 71 9.3814
2000-06-21 35 70.5 11.795
2000-06-22 30 71 10.1366
2000-06-23 30 72 4.8975
2000-06-24 41 73 8.9617
2000-06-25 38 77 10.6449
2000-06-26 46 76.5 2.3077
2000-06-27 47 73.5 3.8041
2000-06-28 44 73 5.7926
2000-06-29 31 72.5 9.9419
2000-06-30 44 71.5 13.1269
2000-07-01 45 71 16.6283
2000-07-02 36 72 19.0279
2000-07-03 39 70 8.9342
2000-07-04 46 68.5 11.175
2000-07-05 48 68 5.2419
2000-07-06 38 69.5 0.3389
2000-07-07 35 68.5 0.7469
2000-07-08 34 69.5 7.6834
2000-07-09 34 69 8.4058
2000-07-10 26 70 9.2486
2000-07-11 40 70 7.9877
2000-07-12 27 70 7.2386
2000-07-13 45 69 3.2653
2000-07-14 32 72 3.5396
2000-07-15 45 69.5 8.5162
2000-07-16 23 69.5 10.3423
2000-07-17 46 71 3.5429
2000-07-18 41 73 2.9275
2000-07-19 38 75 7.4192
2000-07-20 43 73.5 7.9744
2000-07-21 42 70 8.6299
2000-07-22 40 72.5 13.6633
2000-07-23 36 74.5 10.777
2000-07-24 50 74 5.2586
2000-07-25 35 72.5 6.971
2000-07-26 39 72.5 11.2352
2000-07-27 40 74 11.3888
2000-07-28 43 74 6.8992
2000-07-29 34 72.5 6.6566
2000-07-30 49 73 15.0078
2000-07-31 31 76 4.1349
2000-08-01 45 76 3.3857
2000-08-02 46 75 4.2257
2000-08-03 35 74 9.4816
2000-08-04 36 74 1.8339
2000-08-05 44 75 11.2887
2000-08-06 42 72 18.078
2000-08-07 32 71.5 9.25
2000-08-08 38 72 10.189
2000-08-09 34 73 1.6084
2000-08-10 44 76 -0.7113
2000-08-11 39 77.5 8.7202
2000-08-12 34 75.5 19.951
2000-08-13 47 75 25.9576
2000-08-14 40 74 11.0881
2000-08-15 48 75.5 7.7001
2000-08-16 46 79.5 9.7436
2000-08-17 50 76.5 3.0279
2000-08-18 38 75.5 4.456
2000-08-19 34 74.5 11.7336
2000-08-20 45 70.5 11.5931
2000-08-21 38 71.5 7.4426
2000-08-22 36 71 10.5549
2000-08-23 50 72 11.8874
2000-08-24 47 72.5 8.1278
2000-08-25 45 72 5.8105
2000-08-26 31 72.5 4.4627
2000-08-27 43 69.5 2.5463
2000-08-28 54 69.5 0.7536
2000-08-29 43 67 -5.3168
2000-08-30 41 71 0.5502
2000-08-31 40 71 1.5697
2000-09-01 41 69.5 -5.4872
2000-09-02 44 68.5 -4.3935
2000-09-03 36 68.5 -0.2163
2000-09-04 48 69 2.0379
2000-09-05 42 70 1.5128
2000-09-06 40 72.5 3.2887
2000-09-07 40 71.5 0.1056
2000-09-08 41 69 1.5362
2000-09-09 40 68.5 5.2988
2000-09-10 43 68.5 9.9777
2000-09-11 36 73.5 1.2118
2000-09-12 52 80 -0.6076
2000-09-13 38 77 1.5095
2000-09-14 37 74 -7.942
2000-09-15 36 73.5 -2.8317
2000-09-16 38 76.5 3.7336
2000-09-17 50 77.5 12.2821
2000-09-18 32 73 4.1817
2000-09-19 44 70.5 5.2285
2000-09-20 32 71 9.1282
2000-09-21 29 68.5 0.4894
2000-09-22 45 69 -4.0687
2000-09-23 41 68.5 -5.2133
2000-09-24 46 69.5 -1.4416
2000-09-25 36 73 -1.5756
2000-09-26 25 70.5 -1.043
2000-09-27 53 70 1.5657
2000-09-28 54 69 4.8462
2000-09-29 44 68.5 3.3255
2000-09-30 46 69 4.078
2000-10-01 37 68.5 11.6123
2000-10-02 58 70 6.3829
2000-10-03 43 68 -2.5507
2000-10-04 44 66.5 -8.4504
2000-10-05 36 69.5 0.6466
2000-10-06 40 65.5 -1.7547
2000-10-07 42 66.5 4.8439
2000-10-08 51 65.5 3.4459
2000-10-09 46 65.5 6.7469
2000-10-10 48 62.5 3.2085
2000-10-11 42 59.5 -5.0416
2000-10-12 48 58.5 -7.3133
2000-10-13 50 63.5 -7.8985
2000-10-14 58 64.5 -3.9253
2000-10-15 39 63.5 -2.3835
2000-10-16 39 65 -4.6912
2000-10-17 44 68.5 -5.4537
2000-10-18 46 65.5 -9.0892
2000-10-19 36 65.5 -3.2497
2000-10-20 37 63.5 -0.3233
2000-10-21 44 66.5 10.67
2000-10-22 38 65.5 -1.427
2000-10-23 35 66.5 -8.9019
2000-10-24 48 65.5 -5.7949
2000-10-25 31 65.5 -6.5975
2000-10-26 39 62.5 -6.029
2000-10-27 39 60 -8.1895
2000-10-28 46 61.5 -5.2062
2000-10-29 31 61 -5.6477
2000-10-30 48 58.5 -8.0424
2000-10-31 42 59 -9.7313
2000-11-01 57 59.5 -12.146
2000-11-02 43 63 -12.4303
2000-11-03 44 64 -5.7982
2000-11-04 38 63 -7.0457
2000-11-05 43 60 -5.2464
2000-11-06 56 60.5 -7.0457
2000-11-07 53 61 -8.8827
2000-11-08 44 57.5 -12.4404
2000-11-09 46 58.5 -7.7414
2000-11-10 48 54.5 -7.0323
2000-11-11 55 52.5 -7.5574
2000-11-12 46 54 -6.029
2000-11-13 58 54.5 -11.4018
2000-11-14 42 51.5 -9.4972
2000-11-15 49 51.5 -9.8651
2000-11-16 46 52 -11.1628
2000-11-17 45 57 -8.9086
2000-11-18 46 55.5 -9.8049
2000-11-19 52 60 -9.8049
2000-11-20 58 65 -15.2395
2000-11-21 52 61.5 -15.5072
2000-11-22 35 57 -9.6276
2000-11-23 44 55.5 -10.0925
2000-11-24 52 55.5 -11.8785
2000-11-25 55 59.5 -11.6511
2000-11-26 36 58.5 -11.9621
2000-11-27 47 57 -15.2297
2000-11-28 47 60.5 -13.0357
2000-11-29 35 57 -11.3701
2000-11-30 37 56.5 -15.1226
2000-12-01 39 55.5 -17.4838
2000-12-02 54 58 -14.9052
2000-12-03 53 58 -14.0022
2000-12-04 54 61 -16.3166
2000-12-05 60 66 -14.7313
2000-12-06 39 62.5 -17.7781
2000-12-07 48 64.5 -16.2062
2000-12-08 44 59 -16.6945
2000-12-09 53 59.5 -13.7681
2000-12-10 40 56.5 -11.3133
2000-12-11 35 53.5 -15.4771
2000-12-12 39 55.5 -8.1862
2000-12-13 36 53 -13.3902
2000-12-14 41 54.5 -13.1561
2000-12-15 45 54.5 -13.3601
2000-12-16 62 62.5 -10.524
2000-12-17 36 62.5 -10.2564
2000-12-18 43 64 -7.8138
2000-12-19 46 63.5 -13.345
2000-12-20 45 57 -16.4571
2000-12-21 49 52.5 -17.2021
2000-12-22 42 53.5 -16.5641
2000-12-23 57 53.5 -15.9755
2000-12-24 44 52.5 -14.2731
2000-12-25 40 59 -5.621
2000-12-26 54 58 -11.233
2000-12-27 49 59 -13.4604
2000-12-28 55 57 -15.2631
2000-12-29 58 59 -15.3601
2000-12-30 49 57 -16.4103
2000-12-31 46 57 -14.7614
